User	Military rank/grade	0141	E1	Enlisted
User	Military rank/grade	0141	E2	Enlisted
User	Military rank/grade	0141	E3	Enlisted
User	Military rank/grade	0141	E4	Enlisted
User	Military rank/grade	0141	E5	Enlisted
User	Military rank/grade	0141	E6	Enlisted
User	Military rank/grade	0141	E7	Enlisted
User	Military rank/grade	0141	E8	Enlisted
User	Military rank/grade	0141	E9	Enlisted
User	Military rank/grade	0141	O1	Officers
User	Military rank/grade	0141	O10	Officers
User	Military rank/grade	0141	O2	Officers
User	Military rank/grade	0141	O3	Officers
User	Military rank/grade	0141	O4	Officers
User	Military rank/grade	0141	O5	Officers
User	Military rank/grade	0141	O6	Officers
User	Military rank/grade	0141	O7	Officers
User	Military rank/grade	0141	O8	Officers
User	Military rank/grade	0141	O9	Officers
User	Military rank/grade	0141	W1	Warrant Officers
User	Military rank/grade	0141	W2	Warrant Officers
User	Military rank/grade	0141	W3	Warrant Officers
User	Military rank/grade	0141	W4	Warrant Officers
