User	Military service	0140	AUSA	Australian Army
User	Military service	0140	AUSAF	Australian Air Force
User	Military service	0140	AUSN	Australian Navy
User	Military service	0140	NATO	North Atlantic Treaty Organization
User	Military service	0140	NOAA	National Oceanic and Atmospheric Administration
User	Military service	0140	USA	U.S. Army
User	Military service	0140	USAF	U.S. Air Force
User	Military service	0140	USCG	U.S. Coast Guard
User	Military service	0140	USMC	U.S. Marines
User	Military service	0140	USN	U.S. Navy
User	Military service	0140	USPHS	U.S. Public Health Service
