TCC	8	-1	-1	10	01414	NM	O		0				Inventory Limits Warning Level	Numeric	
TCC	9	-1	-1	1	01415	ID	O		0	0136			Automatic Rerun Allowed	Coded values for HL7 tables	
TCC	10	-1	-1	1	01416	ID	O		0	0136			Automatic Repeat Allowed	Coded values for HL7 tables	
TCC	11	-1	-1	1	01417	ID	O		0	0136			Automatic Reflex Allowed	Coded values for HL7 tables	
TCC	12	0	-1	20	01418	SN	O		0				Equipment Dynamic Range	Structured numeric	
TCC	12	1	-1	2		ST			0					String	comparator
TCC	12	2	-1	15		NM			0					Numeric	num1
TCC	12	3	-1	1		ST			0					String	separator/suffix
TCC	12	4	-1	15		NM			0					Numeric	num2
TCC	13	0	-1	250	00574	CE	O		0				Units	Coded element	
TCC	13	1	-1	20		ST			0					String	identifier
TCC	13	2	-1	199		ST			0					String	text
TCC	13	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
TCC	13	4	-1	20		ST			0					String	alternate identifier
TCC	13	5	-1	199		ST			0					String	alternate text
TCC	13	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
TCC	14	0	-1	250	01419	CE	O		0	0388			Processing Type	Coded element	
TCC	14	1	-1	20		IS			0	0388				String	identifier
TCC	14	2	-1	199		ST			0					String	text
TCC	14	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
TCC	14	4	-1	20		ST			0					String	alternate identifier
TCC	14	5	-1	199		ST			0					String	alternate text
TCC	14	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
