CNE	1	ST				identifier	N	^
CNE	2	ST				text	N	^
CNE	3	IS	0396			name of coding system	N	^
CNE	4	ST				alternate identifier	N	^
CNE	5	ST				alternate text	N	^
CNE	6	IS	0396			name of alternate coding system	N	^
CNE	7	ST				coding system version ID	N	^
CNE	8	ST				alternate coding system version ID	N	^
CNE	9	ST				original text	N	E
