CE	1	ST		20		identifier	N	^
CE	2	ST		199		text	N	^
CE	3	IS	0396	20		name of coding system	N	^
CE	4	ST		20		alternate identifier	N	^
CE	5	ST		199		alternate text	N	^
CE	6	IS	0396	20		name of alternate coding system	N	E
