HL7	Special Handling Code	0376	AMB	Ambient temperature
HL7	Special Handling Code	0376	C37	Body temperature
HL7	Special Handling Code	0376	CAMB	Critical ambient temperature
HL7	Special Handling Code	0376	CATM	Protect from air
HL7	Special Handling Code	0376	CFRZ	Critical frozen temperature
HL7	Special Handling Code	0376	CREF	Critical refrigerated temperature
HL7	Special Handling Code	0376	DFRZ	Deep frozen
HL7	Special Handling Code	0376	DRY	Dry
HL7	Special Handling Code	0376	FRZ	Frozen temperature
HL7	Special Handling Code	0376	MTLF	Metal Free
HL7	Special Handling Code	0376	NTR	Liquid nitrogen
HL7	Special Handling Code	0376	PRTL	Protect from light
HL7	Special Handling Code	0376	PSA	Do not shake
HL7	Special Handling Code	0376	PSO	No shock
HL7	Special Handling Code	0376	REF	Refrigerated temperature
HL7	Special Handling Code	0376	UFRZ	Ultra frozen
HL7	Special Handling Code	0376	UPR	Upright
