User	Blood product code	0426	CRYO	Cryoprecipitated AHF
User	Blood product code	0426	CRYOP	Pooled Cryopecipitate
User	Blood product code	0426	FFP	Fresh Frozen Plasma
User	Blood product code	0426	FFPTH	Fresh Frozen Plasma - Thawed
User	Blood product code	0426	PC	Packed Cells
User	Blood product code	0426	PCA	Autologous Packed Cells
User	Blood product code	0426	PCNEO	Packed Cells - Neonatal
User	Blood product code	0426	PCW	Washed Packed Cells
User	Blood product code	0426	PLT	Platelet Concentrate
User	Blood product code	0426	PLTNEO	Reduced Volume Platelets
User	Blood product code	0426	PLTP	Pooled Platelets
User	Blood product code	0426	PLTPH	Platelet Pheresis
User	Blood product code	0426	PLTPHLR	Leukoreduced Platelet Pheresis
User	Blood product code	0426	RWB	Reconstituted Whole Blood
User	Blood product code	0426	WBA	Autologous Whole Blood
