User	Marital status	0002	A	Separated
User	Marital status	0002	B	Unmarried
User	Marital status	0002	C	Common law
User	Marital status	0002	D	Divorced
User	Marital status	0002	E	Legally Separated
User	Marital status	0002	G	Living together
User	Marital status	0002	I	Interlocutory
User	Marital status	0002	M	Married
User	Marital status	0002	N	Annulled
User	Marital status	0002	O	Other
User	Marital status	0002	P	Domestic partner
User	Marital status	0002	R	Registered domestic partner
User	Marital status	0002	S	Single
User	Marital status	0002	T	Unreported
User	Marital status	0002	U	Unknown
User	Marital status	0002	W	Widowed
